剧情ID,剧情对话1类型,剧情对话1人物方位,剧情对话1人物ID,剧情对话1人物Y轴偏移值,剧情对话1人物动作,"剧情对话1人物
头部转向","剧情对话1人物
身体朝向",剧情对话1文本,语音1,剧情对话2类型,剧情对话2人物方位,剧情对话2人物ID,剧情对话2人物Y轴偏移值,剧情对话2人物动作,"剧情对话2人物
头部转向","剧情对话2人物
身体朝向",剧情对话2文本,语音2,剧情对话3类型,剧情对话3人物方位,剧情对话3人物ID,剧情对话3人物Y轴偏移值,剧情对话3人物动作,"剧情对话3人物
头部转向","剧情对话3人物
身体朝向",剧情对话3文本,语音3,剧情对话4类型,剧情对话4人物方位,剧情对话4人物ID,剧情对话4人物Y轴偏移值,剧情对话4人物动作,"剧情对话4人物
头部转向","剧情对话4人物
身体朝向",剧情对话4文本,语音4,剧情对话5类型,剧情对话5人物方位,剧情对话5人物ID,剧情对话5人物Y轴偏移值,剧情对话5人物动作,"剧情对话5人物
头部转向","剧情对话5人物
身体朝向",剧情对话5文本,语音5,剧情对话6类型,剧情对话6人物方位,剧情对话6人物ID,剧情对话6人物Y轴偏移值,剧情对话6人物动作,"剧情对话6人物
头部转向","剧情对话6人物
身体朝向",剧情对话6文本,语音6,
Bheiansenlin,1,1,$:worst,0,,10,-48,这次好无辜啊，我要是能有把世界搞合并的能力，早不在这苦逼兮兮的跑路了！,,1,2,E:1B6096,0,,15,10,原来你们跑到了这里！！,,1,1,$:worst,0,,10,-48,你看你看，追不上潘多拉就罢了，我们反而被人给包了饺子！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Byuwangsenlin,1,2,E:1B6096,0,,15,10,听说你们和我们女王大人有点恩怨？,,1,1,$:worst,0,,10,-48,坏了坏了！！！,,1,1,$:best,0,,10,-48,赶紧抓住他！！！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bxuesesenlinhou,1,1,$:best,0,,10,-48,这种满世界追杀别人的感觉也很不错诶！,,1,1,$:worst,0,,10,-48,那是你打赢了，打不赢就不爽了……,,1,1,$:best,0,,10,-48,闭嘴，一路上就没听见你们说点吉利的！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bshituowang,1,2,E:ST0167,0,,15,10,听说你们手里有混沌结晶，快给我，我要装进盒子里！！！,,1,1,$:best,0,,10,-48,你的盒子能量巨大，难道里面没有吗？,,1,2,E:ST0167,0,,15,10,嘻嘻嘻，那些是灾难啦，加上混沌结晶之后一定会更加强大的！,,1,2,E:ST0167,0,,15,10,哼哼，我一定要叫那帮老头儿尝尝我的厉害，竟敢把我当成一件礼物，太不尊重人权了！,,1,1,$:best,,,10,-48,说的好！但是不能给你……,,,,,,,,,,,
Bshituowanghou,1,2,E:ST0167,0,,15,10,真遗憾啊……等我变得更加强大，一定要再来抢，哼！！！,,1,1,$:best,0,,10,-48,我支持你……你是个漂亮姑娘，比伸手党可爱多了……,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bwangzhedadian,1,1,$:best,0,,10,-48,奇怪了，这是什么地方……,,1,2,E:1B1096,0,,15,10,这里是亡者大殿！你们已经死了！,,1,1,$:worst,0,,10,-48,你才死了呢！竟然敢咒小爷！,,1,2,E:1B1096,0,,15,10,我是死了啊，你要是不死，怎么和我在一块儿？,,,,,,,,,,,,,,,,,,,,
Bwangzhezhanshi,1,1,$:worst,0,,10,-48,我们明明在休息，怎么跑到亡者大殿里来了？,,1,2,E:1B3096,0,,15,10,你们必定是被我们的达拿都斯大人用剑割掉了一缕头发带回来的！,,1,1,$:best,0,,10,-48,这太过分了！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bdanadusi,1,2,E:ST0171,0,,15,10,大老远就听到你们大吼大叫，一点素质都没有！！,,1,1,$:worst,0,,10,-48,还讲什么素质啊！！你凭什么将我们拐到这里来！！！你说啊！！！你这就叫有素质吗？,,1,2,E:ST0171,0,,15,10,呵呵，你们能到处撒泼抢水晶，为什么我不能将你们拘来？,,1,1,$:worst,0,,10,-48,你说的似乎有道理，恩！,,,,,,,,,,,,,,,,,,,,
Bsiwangweiji,1,2,E:1B1096,0,,15,10,天了噜！！达拿都斯老大竟然被人揍了！！！！,,1,2,E:1B6096,0,,15,10,骗子，我才不相信！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsiwangkongju,1,2,E:1B6096,0,,15,10,弄死他们！,,1,1,$:best,0,,10,-48,诶呀，好多人追了上来，他们也想要混沌结晶么？,,1,1,$:worst,0,,10,-48,追上来的是鬼，不是人！,,1,1,$:best,0,,10,-48,……还不得是人呢！,,,,,,,,,,,,,,,,,,,,
Bsiwangqinxi,1,2,E:1B2096,0,,15,10,包围他们！,,1,1,$:best,0,,10,-48,这旅途真是前途艰险，困难重重啊……,,1,1,$:worst,0,,10,-48,没办法，谁叫我们这么光彩夺目，一鸣惊人呢！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Btixifunie,1,2,E:ST0170,0,,15,10,我想，你们是时候应该为自己的所作所为付出代价了！,,1,1,$:best,0,,10,-48,你是报施女神？,,1,2,E:ST0170,0,,15,10,没错是我！,,1,2,E:ST0171,0,,15,10,这次一定要叫你们变成真正的死人！！！！,,1,1,$:best,,,10,-48,可是不对啊，我们的团队没有分裂，也没有杀父杀兄，兄弟反目，背叛主人，你来收拾我们不合适吧？？？,,1,2,E:ST0171,,,15,10,花言巧语是没有意义的！,,
Btixifuniehou,1,1,$:best,0,,10,-48,这里的事情越来越奇怪了！,,1,2,E:ST0002,0,,15,10,是这样的，英雄们，我听说有一位伟大的强者将要复活，你们怎么看？,,1,1,$:worst,0,,10,-48,是吗？那要赶紧看看是怎么回事！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Byinguozhijian,1,2,E:1B6096,0,,15,10,若能将你们干掉，是不是意味着我们将比老大还要强？,,1,1,$:best,0,,10,-48,没错！,,1,2,E:1B1096,0,,15,10,太好了，升职加薪，出任CEO，迎娶白富美，走上人生巅峰的光明大道在等着我！,,1,1,$:best,0,,10,-48,你这是哪里来的自信啊！,,,,,,,,,,,,,,,,,,,,
Bbuanzhijian,1,1,$:worst,0,,10,-48,我们赶紧调查一下关于伟大的强者复活的事情吧！会是谁呢？,,1,1,$:best,0,,10,-48,恐怕我们没有什么时间可以思考……,,1,2,E:1B2096,0,,15,10,没错！我们来了！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bchouyuanzhijian,1,1,$:worst,0,,10,-48,这些不死军团实在是太讨厌了！打倒了还会爬起来，如小强一般！,,1,2,E:1B6096,0,,15,10,因为我们已经死过一次了，但你们害的我们很多同伴从此灰飞烟灭，哼哼，也该叫你们尝尝这个滋味！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bxiupunuosi,1,1,$:worst,0,,10,-48,前面似乎有个活人诶！,,1,2,E:ST0168,0,,15,10,真没礼貌，有这么打招呼的吗？,,1,2,E:ST0168,0,,15,10,诶！！！你们怎么在这里？不是给我哥哥抓去了吗？,,1,1,$:best,0,,10,-48,是呀是呀，是被你哥哥抓去了，可是我们跑了！恩！,,1,2,E:ST0168,,,15,10,你们对我哥哥做了什么！！！！,,,,,,,,,,,
Bwangzhehuangrao,1,1,$:best,0,,10,-48,这些亡灵杀之不尽，我们干脆去找哈迪斯聊一聊吧！,,1,1,$:worst,0,,10,-48,找冥王干嘛！！！他不来找我们就谢天谢地了喂！！！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bwanglingdajun,1,1,$:best,0,,10,-48,你看这些亡灵杀之不绝，擒贼先擒王嘛！,,1,2,E:1B6096,0,,15,10,好气魄，不过要想见到冥王，先得过老子这一关！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bwangzheguilai,1,2,E:1B1096,0,,15,10,守护好亡者大殿！被这些入侵者突破，实在是丢了冥王的脸！,,1,1,$:best,0,,10,-48,别急别急，我们只是想请教点问题，真的！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bhadisi,1,2,E:ST0067,0,,15,10,真是有魄力啊！还从来没有人，敢闯入我的宫殿！！！,,1,1,$:worst,0,,10,-48,真的吗？,,1,2,E:ST0067,0,,15,10,咳咳！严肃点！既然你们自觉主动的来了，那就带着你们的混沌结晶一起留下吧！,,1,1,$:best,0,,10,-48,咱们既然敢来，那就一定要走，不信你就试试！,,1,2,E:ST0067,,,15,10,好！痛快！！,,,,,,,,,,,
Bhadisihou,1,1,$:best,0,,10,-48,嘿，哈迪斯，我们最近总是见到一个在世界上搅动血雨腥风的黑影，你知道吗？,,1,2,E:ST0067,0,,15,10,啊……这个啊，我听说……,,1,2,E:BOSS,0,,15,10,嘘……,,1,2,E:ST0067,0,,15,10,哈哈哈，这我也不太清楚嘞……,,,,,,,,,,,,,,,,,,,,
Bfengshentaishang,1,1,$:worst,0,,10,-48,看哈迪斯欲言又止，像是有什么不好说的事……,,1,1,$:best,0,,10,-48,或许吧，不过任何困难都无法阻挡我们前进的步伐，早该到此一游了！,,1,2,E:11B6026,0,,15,10,还想到此一游？以前有个猴儿在五指山上写了个到此一游，被压了五百年，你们也想么？,,1,1,$:worst,0,,10,-48,不想不想！！！,,,,,,,,,,,,,,,,,,,,
Bfengshentaishouwei,1,2,E:11B1025,0,,15,10,你们是什么人？,,1,1,$:best,0,,10,-48,我们在寻找混沌结晶！,,1,1,$:worst,0,,10,-48,大哥！！！你怎么把实话讲啦！！！！,,1,2,E:11B6026,0,,15,10,找混沌结晶啊！我们也找呢呀，你要知道，有个泼猴抢了咱们天庭的混沌结晶最后被佛祖压在五行山下。,,1,2,E:11B6026,,,15,10,最近莫名其妙被一个小孩给放出来啦！,,,,,,,,,,,
Bfengshentaiweijiao,1,1,$:worst,0,,10,-48,这话不对啊！那猴子被佛祖镇压，怎么可能被放出来呢？,,1,2,E:11B4026,0,,15,10,嘿！我又不是那小孩，我怎么知道！,,1,2,E:11B3025,0,,15,10,不过那个小孩叫江流儿，叫人非常棘手呢！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bdaji,1,2,E:ST0175,0,,15,10,听说你们在寻找混沌结晶？,,1,1,$:worst,0,,10,-48,是啊是啊，姑娘，你见着了吗？,,1,2,E:ST0175,0,,15,10,怎么可能？这天界处处不公平！,,1,2,E:ST0175,0,,15,10,姜子牙这混蛋，大肆封神也不记得老娘这一份！我也是为了纣王尽快的倒台付出很大努力的呀！,,1,1,$:best,,,10,-48,姑娘别急……,,1,2,E:ST0175,,,15,10,既然不给我应有的尊位，那就只能靠我自己争取了！交出你们的混沌结晶，我也要闹上天庭问个明白！,,
Bdajihou,1,2,E:ST0175,0,,15,10,我又失败了！,,1,1,$:best,0,,10,-48,姑娘，这天庭他不是个东西，你几时见妖精能在这混的好了呀，大闹天庭的猴子不是照样被压五指山下面么……,,1,2,E:ST0175,0,,15,10,别跟这儿挑拨离间，你们知道什么？一个一个没干货就跑来当公知……哼！！！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bfengshentaimiqing,1,1,$:worst,0,,10,-48,虽然击败了妲己，但是说实话，挺不忍心的……,,1,1,$:best,0,,10,-48,这说明你的意志还蛮坚定的嘛，那可是九尾妖狐，没乖乖投降就说明还是有前途的！,,1,2,E:11B1025,0,,15,10,站住不许动！有关部门现在要请你们去喝茶聊天！！！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bfengshentaihuanjing,1,1,$:best,0,,10,-48,这些天兵天将着实厉害，封神之路上的那些完全没法比啊……,,1,2,E:11B3025,0,,15,10,那是！老子们想当年也是万里挑一的勇者，这才有资格当个站岗的！,,1,1,$:worst,0,,10,-48,是嘛！天哪……,,1,2,E:11B3025,0,,15,10,哼……怕了吧，怕了就赶紧投降啊！坦白从宽，抗拒从严！,,,,,,,,,,,,,,,,,,,,
Bzhubajie,1,1,$:best,0,,10,-48,追上了！坏了！！！是个陷阱！！！！,,1,2,E:ST0172,0,,15,10,嘿嘿嘿，要不是猪爷爷让着你们，你们岂能追上来？听说你们有一些混沌结晶，快快拿出来，叫爷爷给你们掌掌眼！,,1,1,$:worst,0,,10,-48,嘿！这头猪妖口气不小！同样是妖精，他怎么没有被通缉啊！,,1,2,E:ST0172,0,,15,10,你们懂什么！爷爷可是这天上的天蓬元帅，能和妖精相提并论吗？,,,,,,,,,,,,,,,,,,,,
Bfengshentaiyijiu,1,1,$:best,0,,10,-48,这猪八戒的行为好奇怪……,,1,1,$:worst,0,,10,-48,是啊！这些天兵天将看起来都精明的很，怎么会有这样一个猪队友？,,1,2,E:11B6026,0,,15,10,哼哼，我也很想知道是为什么！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bfengshentaishibing,1,2,E:11B4026,0,,15,10,你们已经被包围了，放下武器！我们可以保证你们的人身安全！,,1,1,$:worst,0,,10,-48,我们不信，孙悟空为何大闹天宫的故事，我们可是知道的清清楚楚的！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bfengshentaishiji,1,2,E:11B1025,0,,15,10,绝不能叫他们再次逃脱！！！,,1,1,$:best,0,,10,-48,那你们注定要习惯这件事了！！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bhouyi,1,2,E:ST0173,0,,15,10,你们是不是在寻找东西！,,1,1,$:best,0,,10,-48,是的！不过……,,1,2,E:ST0173,0,,15,10,那看来没错了！敢打我老婆主意的人！！！纳命来！！！！,,1,1,$:worst,0,,10,-48,你老婆是谁呀！！！咱们真的不知道啊！！！误会啊！！！大哥！！！！,,,,,,,,,,,,,,,,,,,,
Bhouyihou,1,2,E:ST0173,0,,15,10,哪里就冤枉你们了？难道不是你们在寻找月亮石？还想去调戏我的老婆？？,,1,1,$:best,0,,10,-48,你听谁说的？,,1,2,E:ST0173,0,,15,10,似乎是一个黑影，看不清楚！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bfengshentaiqiangxi,1,1,$:worst,0,,10,-48,竟然有被摆了一道！找他算账去！,,1,2,E:11B6026,0,,15,10,别走！先算完我们这笔再说！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bfengshentaiyazhi,1,1,$:worst,0,,10,-48,妨碍咱们找场子的人！都得死！！！,,1,2,E:11B1025,0,,15,10,做人戾气这么重，小心走火入魔啊亲！,,1,1,$:best,0,,10,-48,走火入魔总抢过阴曹地府吧？,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Btaiyitianzun,1,2,E:ST0174,0,,15,10,我跟着你们的踪迹从地府追路上来的……,,1,1,$:best,0,,10,-48,那还真是麻烦了呢……,,1,2,E:ST0174,0,,15,10,地府已然一片乱相，各个时间的冥界纠缠不清……那些属于地府的结晶……,,1,1,$:best,0,,10,-48,肯定不还！！！,,1,2,E:ST0174,,,15,10,那我就不客气了！,,,,,,,,,,,
Bnantianmenzaiwang,1,1,$:worst,0,,10,-48,嘿！看见南天门了！,,1,1,$:best,0,,10,-48,进入这里便到达了天庭大本营啊！,,1,1,$:worst,0,,10,-48,我们是不是能够再次封神呢！,,1,2,E:11B3025,0,,15,10,做啥梦呢？你们这叫自寻死路，懂吗！！,,,,,,,,,,,,,,,,,,,,
Bnantianmenfuji,1,1,$:worst,0,,10,-48,呼！终于来到一个安静些的地方！那些天兵太难缠了！,,1,2,E:11B3025,0,,15,10,谢谢你的夸奖！不过还是要通知你们，被包围了！,,1,1,$:best,0,,10,-48,今天黄历上写着不宜出行，我没信，活该了……,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bnantianmentouxi,1,2,E:11B3025,0,,15,10,冲锋！！兵法有云，出其不意！攻其不备！,,1,1,$:best,0,,10,-48,大哥，你们喊的这么大声，我们早听到了，这样偷袭也太瞧不起人了吧！,,1,2,E:11B3025,0,,15,10,这是战术你懂吗？,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bjiutianxuannv,1,2,E:ST0179,0,,15,10,你们的前进到此为止了！如回头，我愿放你们生路！,,1,1,$:worst,0,,10,-48,为什么不准我们前进了呢？你似乎并不爱过问世事,,1,2,E:ST0179,0,,15,10,嘻嘻，这个嘛……是一个秘密！不过那个神秘人说，完成就能够拯救陷入苦难的人民……,,1,1,$:best,0,,10,-48,快住手！我想你是被骗了！,,,,,,,,,,,,,,,,,,,,
Bjiutianxuannvhou,1,1,$:best,0,,10,-48,这是真的！我们一路上处处发现这个神秘黑影的诡秘之处，请……,,1,2,E:ST0179,0,,15,10,不要以小人之心度君子之腹，会有人来阻拦你们的！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bnantianmenweiji,1,1,$:worst,0,,10,-48,这可真么办才好？咱么能赶上么？,,1,2,E:11B4026,0,,15,10,放心！咱们绝不会叫你们再前进一步！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bnantianmentupo,1,1,$:best,0,,10,-48,咱们得从这里冲出去！先打听打听他们要干什么！,,1,2,E:11B4026,0,,15,10,别妄想了，咱们的人手足够，已经将你们围得如铁桶一般！,,1,1,$:head,0,,10,-48,准备冲锋！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Btaiyizhenren,1,2,E:ST0176,0,,15,10,听说你们揍了老子的徒弟？,,1,1,$:best,0,,10,-48,呃……,,1,2,E:ST0176,0,,15,10,老子的徒弟那是好揍的？,,1,1,$:worst,0,,10,-48,啊！坏菜了！那藕精哪吒的师傅找上门来了！,,,,,,,,,,,,,,,,,,,,
Bnantianmenanying,1,1,$:worst,0,,10,-48,天怎么黑沉沉的！,,1,1,$:best,0,,10,-48,有奇怪的力量在汇集……我感觉，这事情越来越复杂了！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bnantianmenzhuixi,1,2,E:11B1025,0,,15,10,儿郎们！现在整个天庭宣布戒严，任何入侵者，格杀勿论！,,1,1,$:worst,0,,10,-48,事情大条了！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bnantianmenleixi,2,,,0,,,,九天之上，黑云滚滚，雷声隆隆……,,1,1,$:best,0,,10,-48,我听到了法阵开启的声音！要快！,,1,2,E:11B6026,0,,15,10,阻止他们！！！,,1,1,$:worst,0,,10,-48,这一定有糟糕的事情发生。赶紧过去看看才是！,,,,,,,,,,,,,,,,,,,,
Bputizushi,1,2,E:ST0075,0,,15,10,呵呵，原来是几位小友，前方有……,,1,1,$:best,0,,10,-48,啊！你是孙悟空的师傅吧！我们是孙悟空的朋友，麻烦您……,,1,2,E:ST0075,0,,15,10,讲什么瞎话，他的师傅是唐僧好吗！,,1,2,E:ST0075,0,,15,10,你们到这里干嘛呀？,,1,1,$:best,,,10,-48,我们得阻止这个阵法，九天玄女一定是被……,,,,,,,,,,,
Bputizushihou,1,1,$:best,0,,10,-48,刚才我们提到这个阵法的事，他的脸色就变了！,,1,1,$:worst,0,,10,-48,他肯定知道什么！快追上他！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bnantianmenchongfeng,1,1,$:worst,0,,10,-48,这老头跑的真快！一眨眼就不见了！,,1,2,E:11B1025,0,,15,10,你们怎么忍心追一个老爷子啊，你妈妈没教过你们尊老爱幼吗？,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bfuhuo,1,2,E:ST0176,0,,15,10,他们来了！来的好快啊！,,1,2,E:ST0076,0,,15,10,再坚持一会儿，召唤就要完成了！,,1,1,$:worst,0,,10,-48,你们这些人在天庭附近搞奇怪的事儿，玉帝和佛祖知道吗？,,1,2,E:ST0075,0,,15,10,咱们做的都是好事！拯救天下苍生，便要在此一举了！,,1,1,$:best,,,10,-48,不，不是这样的！这件事违背了自然的规律，天理的循环，怎么能说是正义的呢？,,,,,,,,,,,
Bfuhuohou,1,2,E:ST0076,0,,15,10,竟然……失败了……,,1,1,$:best,0,,10,-48,相信我们，你们真的是被欺骗了……,,1,2,E:ST0176,0,,15,10,太晚了，阵法完成了……,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bbosspangu,1,2,E:BOSS,0,,15,10,盘古，就是他们，他们想要阻止您的复活！,,1,2,E:PanguMini,0,,15,10,哈哈哈哈，夏虫不可语冰……我的肉体虽化身为世界，但我的精神不灭！挡我者死！！！,,1,1,$:best,0,,10,-48,盘古！不要接受这个黑影的蛊惑，他的内心绝不善良！你不要忘记那些在你化身上成长的子民啊！,,1,2,E:PanguMini,0,,15,10,哈哈哈，我不懂你们说的是什么，不过我需要力量！你们身上的混沌结晶，真是雪中送炭啊！,,,,,,,,,,,,,,,,,,,,
Bbosspanguhou,1,2,E:PanguMini,0,,15,10,不……,,1,1,$:best,0,,10,-48,幸好阻止了！这复活的并非完整的盘古的灵魂，而只有盘古的愤怒……若令其成功恢复力量，只怕生灵涂炭……,,1,1,$:king,0,,10,-48,我已经关注到了这个神秘的黑影，只怕他并非你们现有力量能够战胜！,,1,1,$:head,0,,10,-48,请放心！[ffb220]$P[-]大人，我们会继续提升自己的！您的赐福与我们同在！,,1,2,E:BOSS,,,15,10,哈哈哈哈，我仿佛看到了极大的笑话？挑战我？你们真的可以吗？那就尽情的试一试吧，哈哈哈哈哈！！！,,1,1,$:king,,,10,-48,至少你现在还没有成功，英雄们，看你们的了！,,
Anuoyafangzhou,2,,,0,,,,黑暗降临于大地之上，世界因为混沌力量的紊乱而一片混乱……,,2,,,0,,,,神因为惩罚某个世界的凡人，发了一场浩大的洪水，诺亚接到了善神的预言，提前修建了诺亚方舟，在大海来临之前，将各种生物保留在船上，作为最后的生命之种……,,2,,,0,,,,……诺亚方舟孤苦无依的漂泊在一片汪洋之上……未曾想，混沌力量的紊乱引起了整个世界的碎裂与重组，诸神的力量因战乱而削弱……,,2,,,0,,,,……就在此时，混沌神将一队英雄悄然传送到了这不被诸多强大实力关注的“诺亚方舟”之上，将要展开他们的旅途！,,1,1,$:best,,,10,-48,这就是传说中的诺亚方舟么？我们旅途开始的地方！,,1,2,E:3A3001,,,15,10,啊！你们……你们是谁？敌袭！有敌袭！！,,
Azaoyuhaidao,1,2,E:3A6008,0,,15,10,快去报告老大！有人来抢我们的船！,,1,1,$:worst,0,,10,-48,我想这里有一些误会！我们不是来抢船只的！,,1,2,E:3A6008,0,,15,10,每个打劫的人都不会告诉你自己是强盗，大海上最宝贵的东西就是物资和船，你傻还是我傻？,,1,1,$:worst,0,,10,-48,呃！你说的好有道理……,,,,,,,,,,,,,,,,,,,,
Achuanzhangheihuzi,1,2,E:ST0001,0,,15,10,没想到，你们还真有两下子，不过在大海上，船是老子的，物资是老子的，你们也会是老子的！,,1,1,$:best,0,,10,-48,不会如你所愿的！,,1,2,E:ST0001,0,,15,10,乖乖给老子当奴隶吧！哈哈哈哈！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Achuanzhangheihuzihou,1,2,E:ST0001,0,,15,10,风紧！扯呼！,,1,1,$:worst,0,,10,-48,败了就想跑？把船的钥匙交出来！,,1,2,E:ST0001,0,,15,10,咋地？,,1,1,$:best,0,,10,-48,成王败寇，我们的地盘该我们做主了！,,1,2,E:ST0001,,,15,10,嘿嘿！你们还是太年轻了，时间会教给你们更多道理的！,,,,,,,,,,,
Azhuijiheihuzi,1,1,$:worst,0,,10,-48,没想到这海盗头子黑胡子一下就溜了……节操呢？,,1,2,E:3A3001,0,,15,10,我们的船长不会抛下我们独自逃跑的！,,1,1,$:best,0,,10,-48,那么你们的船长在哪里？,,1,2,E:3A3001,0,,15,10,……好吧，我也不知道……,,,,,,,,,,,,,,,,,,,,
Abahamute1,2,,,0,,,,英雄们在人生地不熟的诺亚方舟上不断寻找着，却怎么也寻找不到黑胡子船长的踪迹……,,2,,,0,,,,海上风浪越来越大了，诺亚方舟颠簸的漂泊在一望无际的大海之中，感觉风暴就要来临了！,,1,1,$:worst,0,,10,-48,我感受到前方有一位力量强大的战士！,,1,2,E:ST0002,0,,15,10,没有错，是我！,,1,1,$:worst,,,10,-48,你是黑胡子请来的救兵吗？,,1,2,E:ST0002,,,15,10,呵呵呵，那当然不是！你们将要为自己的狂妄付出代价！,,
Abahamute2,1,1,$:best,0,,10,-48,事实证明，我们的强大并不是狂妄！,,1,2,E:ST0002,0,,15,10,想不到[ffb220]$P[-]的眼光如此不错，竟然有如此强力的英雄辅佐，我竟然看不出你们的实力！,,1,1,$:best,0,,10,-48,那是当然……,,1,2,E:ST0002,0,,15,10,哈哈，为你们的自信鞠一把同情的眼泪吧！,,,,,,,,,,,,,,,,,,,,
